Pathway	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3711e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Clostridium.s__Clostridium_sp_ASF502	0	1.31363e-05	1.30438e-05	4.95787e-06	0	0	0	0	0	5.83275e-06	3.15841e-06	0	0	0	0	4.16184e-06	0	5.45356e-06	0	0	1.2498e-06	2.29552e-06	0	0	0	0	0	2.06942e-06	0	0	1.81929e-05	0	0	0	0	0	0	0	3.13965e-06	2.31737e-06	2.68979e-06	3.39874e-06	0	4.66857e-06	0	0	0	0	0	0	5.72974e-06	8.06488e-06	0	1.4037e-05	0	0	0	0	0	0	5.76024e-06	0	4.23758e-06	0	5.55456e-06	0	0	2.20099e-06	0	0	6.41771e-06	0	2.83573e-06	0	0	0	1.40209e-05	7.8711e-06	1.68293e-05
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Dorea.s__Dorea_sp_5_2	0	0	0	1.33239e-05	5.82493e-06	0	0	0	0	0	0	0	1.69725e-05	5.60469e-06	0	0	0	6.11748e-06	0	0	0	0	7.29949e-06	0	0	0	0	3.57636e-06	0	0	1.339e-05	0	0	0	4.5748e-06	0	0	0	0	0	0	0	5.07766e-06	0	0	0	0	8.38187e-06	0	0	0	0	0	0	0	6.56336e-06	0	0	0	0	5.01444e-06	0	0	0	0	0	0	0	0	0	2.55022e-06	0	0	0	0	0	0	3.03165e-06	1.0522e-05
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	7.78243e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.46459e-05	0	0	0	0	0	0	0	0	0	0	8.58796e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37199e-05	0	0	0	0	0	0	0	0	9.73758e-06	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67512e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35799e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44342e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Eubacterium.s__Eubacterium_sp_14_2	0	0	0	6.32414e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86229e-05	4.15132e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19905e-05	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	2.36184e-05	0	0	0	0	0	0	0	0	0	0	4.36357e-06	0	0	0	0	0	0	0	0	0	0	0	1.26467e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5813e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.23126e-06	0	0	0	0	6.15668e-06	0	0	0	1.42231e-05	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20212e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0	1.86379e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05809e-05	0	0	0	0	0	2.4431e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Helicobacter.s__Helicobacter_typhlonius	5.23631e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64866e-06	2.49912e-06	0	0	0	0	0	0	0	1.08961e-05	0	0	0	0	0	0	0	0	0	1.82547e-05	0	1.58014e-05	0	0	0	0	0	0	0	0	0	0	1.3183e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20205e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	2.73895e-05	0	2.98537e-05	0	5.69239e-05	0	0	0.000158057	3.63265e-05	3.74915e-05	0	0	0	0	1.31966e-05	0	7.15062e-06	0	0	3.30148e-05	0	0	0.000180664	0	5.19739e-06	0	6.12071e-05	8.76073e-05	2.5763e-05	0	0	0.000126083	4.75101e-05	0	2.76844e-05	8.49519e-05	1.27762e-05	0.000113762	9.77443e-05	0	0	1.56792e-05	3.63775e-05	0	0	1.29645e-05	5.10796e-05	0.000114852	0	0	4.39616e-05	2.33519e-06	0	0	1.68118e-05	8.60105e-06	0	0	0	0.000121928	1.23644e-05	0.000214598	0	8.14904e-05	4.17942e-05	0	0	0	0.00011674	0.000108744	1.38612e-05	0.00015004	0	0	1.59787e-05	0	0.000141597	8.24576e-05	0.00013627
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	0	0	0	0	0	8.31828e-06	2.7679e-06	0	0	0	1.89297e-05	0	0	0	0	0	8.76396e-06	0	4.03511e-05	0	0	8.84572e-06	7.86458e-06	0	0	0	0	0	0	0	0	0	2.15961e-05	0	0	0	0	0	0	6.26051e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48709e-06	0	0	0	0	3.86327e-06	3.41258e-06	0	0	0	0	0	1.33746e-05	0	7.85785e-06	6.55054e-06	0	0	0	5.64062e-06	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54786e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31488e-05	0	9.84629e-06	0	0	0	5.10342e-05	0	0	3.61804e-06	0	1.19358e-05	0	0	0	0	0	8.34221e-06	4.94831e-06	0.000100428	4.08211e-06	0	0	0.000112992	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	0	0	0	0	0	0	0	0	0	0	1.6419e-05	0	0	0	0	8.7049e-05	1.30948e-05	3.28499e-06	0	0	0	1.57771e-05	0	2.51372e-05	0	0	0	0	0	2.6567e-05	4.62604e-05	0	0	0	0	0	2.77955e-05	0	0	0.00010002	4.48503e-05	1.62448e-05	0	2.88965e-05	1.17235e-05	0	0	0	3.73299e-05	2.2963e-05	0	1.66404e-05	0	0	0	0	0	0	0	0	2.6314e-05	0	4.05778e-05	0	0	0	0	7.09767e-06	0	0	3.55199e-05	0	0	2.52709e-06	3.00537e-05	5.66069e-05	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	0	0	0	0	0	0	0	3.21742e-06	0	0	0	0	0	0	4.64217e-06	0	0	9.41283e-06	0	0	0	0	1.35275e-05	2.87747e-06	1.70794e-05	0	0	0	8.45868e-06	0	0	0	7.28661e-06	0	0	0	0	0	0	7.91064e-06	0	0	0	0	9.97768e-06	0	0	1.74949e-05	2.40306e-06	0	1.56032e-06	0	0	0	0	0	0	0	0	0	2.75616e-06	3.3788e-05	0	0	0	0	1.83419e-05	0	0	5.51063e-06	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	0	0	0	0	0	0	0	0	0	2.6475e-06	0	0	4.88761e-06	0	0	0	0	0	0	1.04935e-06	5.86948e-06	0	6.04558e-06	0	0	0	5.33542e-07	0	3.2385e-06	1.06102e-06	0	0	4.49362e-06	0	0	0	0	0	2.3215e-06	5.89533e-06	0	0	0	0	0	0	0	0	0	0	1.34705e-05	0	0	0	0	0	0	0	0	1.93018e-06	0	3.8339e-05	8.66094e-07	0	0	1.80919e-06	2.78592e-06	0	0	2.25417e-06	1.26335e-06	1.12322e-05	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Mucispirillum.s__Mucispirillum_schaedleri	1.3414e-05	0	0	0	1.33952e-05	0	0	0	0	0	0	0	0	3.01436e-06	0	0	0	0	0	0	0	0	0	0	6.6399e-06	0	0	0	1.43027e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.46369e-06	0	0	0	0	0	1.4637e-05	0	0	0	0	0	0	0	0	0	9.85497e-06	0	0	0	0	0	0	0	0	0	0	0	1.159e-05	0	8.5607e-06	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Muribaculum.s__Muribaculum_intestinale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41819e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38515e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89881e-06	0	0	0	2.25548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22277e-06	0	0	0	0	0	0	0	0	0	0	0	4.50395e-06	0	1.45781e-06	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Prevotella.s__Prevotella_sp_MGM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55952e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	7.9505e-05	0.000159052	0.00024945	0.000216381	0.000154163	4.02012e-05	0.000198527	0.000189846	0.00021933	0.000206732	0.000127725	0.000225234	0.000239194	0.000128806	0.000158606	0.000163083	0.000115719	0.000127523	0.000190467	6.7424e-05	0.000186242	0.000135004	0.000154377	0.000156837	0.000322225	0.000212697	0.000230594	0.000168127	0.000156383	0.000103927	0.000228863	0.000194816	0.000121483	0.000153432	0.000195161	0.000132851	0.000132982	0.000111244	0.000108371	9.74732e-05	0.00012255	0.000158771	0.000197026	0.00012389	8.29555e-05	0.000137528	0.000105778	0.000156915	0.000351544	0.00013739	0.00022499	0.000134519	0.000123115	0.000126157	0.000172612	0.000215991	0.000248431	2.60259e-05	0.000144964	0.000142123	0.000190633	0.000192704	0.000105676	0.000134767	0.000204042	0.000198427	0.000119291	0.000170725	0.00010427	0.000128451	0.000174951	0.000119359	0.000121318	0.000137632	0.000124204	0.000127118	9.27404e-05	0.000175018	0.000198575
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	0.000141457	0.000452879	0.000207349	0.000281039	0.00013809	0.000176994	0.000364299	0.000265742	0.000447784	0.000188365	0.000228103	0.000342128	0.000142532	0.0002112	0.000124609	0.000707587	0.00058983	0.000207373	0.000282605	0.000131924	0.000275813	0.000304739	0.000152293	0.000562782	0.00046499	0.00045108	0.000309589	0.000229344	0.000186546	0.000719699	0.000553519	0.000295325	0.000207392	0.000472294	0.000109829	9.32322e-05	0.000288131	0.000195215	0.00013351	0.000430778	0.000639316	0.000444285	0.000144911	0.000295327	0.000183907	0.000275513	0.000207426	0.000173127	0.0004576	0.000563059	0.000147856	0.000629681	0.000159606	0.000226401	0.000168375	0.00014144	0.000293573	0.000320895	0.000332837	0.000233752	0.000534829	0.000283516	0.000554688	0.000250102	0.000288157	0.000273791	0.000485951	0.000476526	0.000125536	0.000145736	0.000664555	0.000195081	0.000251723	0.000665753	0.000303254	0.000413645	0.000228384	0.000100815	0.000153869
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0841e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98125e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63068e-06	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Clostridium.s__Clostridium_sp_ASF356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25127e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.06942e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55651e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66904e-06	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00037e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63337e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016782	0	0	0	0	0	0	0	0	0	2.28411e-06	0	0	0	2.98659e-06	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62785e-05	0	0	0	1.01037e-05	2.97855e-06	0	0	0	0	0	0	0	0	4.38759e-06	0	0	0	2.34336e-05	0	0	0	0	0	0	0	0	0	0	0	3.55419e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.71979e-05	0	0	0	0	9.28393e-06	0	0	0	0	0	0	1.32154e-05	2.61851e-05	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0	3.84141e-06	0	5.94881e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10546e-06	0	4.74666e-06	0	0	0	0	0	0	0	0	0	0	0	3.32431e-05	0	0	3.3184e-06	0	0	4.11072e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Helicobacter.s__Helicobacter_typhlonius	5.59872e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.56716e-05	0	0	0	0	0	0	0	2.27854e-05	0	0	0	0	0	5.72997e-05	3.91499e-05	0	0	0	0	0	0	0	3.55119e-05	0	3.59374e-05	1.64797e-05	0	0	0	0	0	0	0.000125184	0	4.88134e-05	0	0	0	0	0	0	0	0	0	0	5.55914e-05	0	0	0	0	0	0	2.02253e-05	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Lactococcus.s__Lactococcus_lactis	0	0	0	8.19612e-06	1.49416e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.78463e-06	0	0	0	0	0	0	0	0	0	2.58151e-06	5.50649e-06	0	0	0	1.89286e-05	0	6.14285e-06	5.01317e-06	0	7.47755e-06	2.1912e-05	0	0	0	2.90816e-05	0	0	0	0	1.08879e-05	0	0	0	0	0	0	3.22015e-06	6.61832e-06	0	0	0	0	0	0	0	3.49906e-06	0	0	0	0	0	9.83938e-06	0	4.99268e-06	0	0	0	0	0	8.1703e-06	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90439e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	6.58969e-05	0.000431455	0.000204744	0.00027011	0.000112684	3.02518e-05	0.000351788	0.000239287	0.000442269	0.000177597	0.000216984	0.000337785	0.000140739	7.23211e-05	0.000120861	0.000674138	0.000554303	0.000146832	0.00027484	8.09495e-05	0.000251909	0.00028097	0.000138945	0.000481452	0.000429451	0.000427038	0.000294672	0.00016109	0.000128282	0.000645579	0.000511532	0.000266704	0.000179169	0.000439034	9.94963e-05	7.89788e-05	0.000240236	0.000136313	6.18413e-05	0.000375869	0.000562483	0.000408786	0.000114111	0.000269631	0.000179207	0.000257475	7.34369e-05	0.000150321	0.000401905	0.000413579	0.000139137	0.000561612	0.000146736	0.000210657	0.000157759	0.000130213	0.000243006	4.29028e-05	0.000328452	0.000147849	0.000499146	0.000226563	0.000358999	0.000206499	0.000274583	0.000267108	0.000397973	0.000421762	0.000114169	0.000124859	0.00061795	0.000141006	0.000231154	0.000559176	0.000266648	0.000335077	0.000187894	7.72584e-05	0.000136836
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	0.000182471	2.89602e-05	2.99978e-05	4.81909e-05	0.00019765	6.77656e-05	5.90835e-05	0	4.85753e-05	0.000159169	6.58731e-06	6.48571e-05	4.09707e-05	0.000211698	7.62813e-05	3.85708e-05	5.0819e-05	0.000191501	3.46979e-05	0	5.23325e-05	8.41042e-05	0.000101351	6.53832e-05	6.14454e-05	2.23368e-05	9.14821e-05	0.000181681	0.000383607	3.44233e-05	6.93837e-05	1.71723e-05	0.000125572	4.15109e-05	0.000121441	7.21462e-05	0.000104447	8.00304e-05	0.000203475	0.000115795	4.91065e-05	6.65055e-05	0.000108129	7.33441e-05	4.46287e-05	6.36572e-05	0.000212502	0.000138045	0.000117679	0.000117918	8.98227e-05	4.32139e-05	8.61394e-05	7.48687e-05	0.00011938	3.98649e-05	0.000169506	0.000229588	2.80194e-05	0.000128881	7.51981e-05	5.86133e-05	0.0001097	0.00011964	4.82219e-05	7.9928e-05	9.44191e-05	4.75985e-05	0.000119074	8.55536e-05	8.55828e-05	0.000159776	0.000103951	6.6458e-05	7.24957e-05	7.73184e-05	0	0.000144735	1.98612e-05
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	1.36222e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.65956e-05	0	0	0	0	0	0	0	0	0	0	2.41307e-05	0	0	0	0	0	0	0	0	0	5.01668e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57539e-05	0	0	6.42434e-06	0	0	0	0	0	6.19136e-06	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23782e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.77752e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42331e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35336e-06	0	0	0	0	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	1.40911e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93881e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.35097e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4915e-06	0	5.29406e-06	0	0	0	0	0	2.77485e-06	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Mucispirillum.s__Mucispirillum_schaedleri	5.17657e-05	0	0	0	2.70501e-05	0	0	0	1.27798e-05	0	0	0	0	1.35092e-05	2.85887e-05	2.66723e-06	1.06968e-05	0	0	0	0	0	4.20044e-05	9.52115e-06	1.69844e-05	0	0	0	3.99765e-05	8.12589e-06	0	0	0	7.96981e-06	4.03114e-05	2.02474e-05	0	0	1.35847e-05	0	2.03383e-05	1.64014e-05	0	1.28578e-05	0	3.11302e-06	0	5.22933e-05	0	1.63421e-05	0	0	0	2.02855e-05	6.20495e-05	0	4.43079e-05	5.5897e-05	9.21097e-06	1.00516e-05	4.88959e-06	0	9.66669e-06	8.07209e-06	0	0	6.64267e-06	5.19704e-06	0	2.84018e-05	0	3.69588e-05	0	0	5.86909e-06	6.03344e-06	0	0	0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified	4.13214e-06	0	2.97526e-05	3.18286e-05	1.96802e-05	0	2.57665e-05	0	1.68498e-05	3.60553e-05	0	4.81607e-05	4.01864e-05	2.12418e-05	2.22898e-05	0	6.75853e-06	3.39693e-05	3.43997e-05	0	1.63199e-05	1.13468e-05	4.4602e-05	0	6.15732e-06	0	4.11799e-05	1.93207e-05	3.23398e-05	5.92624e-06	3.77187e-05	1.70054e-05	5.30496e-05	6.08106e-06	0	3.15884e-05	0	3.09487e-05	4.763e-05	4.79093e-05	0	3.30735e-05	7.9564e-05	0	0	2.098e-05	9.36068e-06	0	1.34257e-05	0	0	0	4.62308e-05	2.32526e-05	1.36975e-05	2.52888e-05	4.70637e-05	2.76486e-05	2.50334e-06	2.62467e-05	2.27089e-05	5.53785e-05	6.33925e-06	2.85451e-05	0	1.91047e-05	7.43937e-06	6.5556e-06	0	0	4.78144e-05	0	1.3242e-05	6.50419e-05	0	1.83567e-05	0	3.71088e-05	1.45382e-05
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38788e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3953e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORNDEG-PWY: superpathway of ornithine degradation	0	0	0	0	9.42031e-07	0	0	0	3.72847e-06	6.12867e-06	0	0	0	3.06579e-05	1.14242e-05	2.0329e-06	0	0	0	0	0	0	0	0	0	0	0	1.0101e-06	3.98955e-06	0	0	0	0	0	0	1.91373e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38727e-06	0	0	3.01615e-06	5.3983e-06	9.67858e-05	0	0	0	0	0	0	0	0	0	1.7474e-06	0	0	5.38954e-06	3.89414e-06	0	3.19297e-06	0	0	2.58842e-06	0	0
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.842e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
