Pathway	C007	C008	C009	C012	C015	C016	C017	C020	C023	C025	C025_n	C025_r	C026	C027	C028	C029	C030	C030_r	C031	C033	C035	C036	C037	C039	C040	C042	C042_r	C043	C043_r	C045	C046	C047	C049	C050	C052	C053	C055	C057	C060	C061	C061_r	C063	C063_r	C065	C068	C070	C071	C072	C073	C075	C077	C079	C081	C082	C083	C084	C084_r	C085	C085_n	C086	C089	C089_n	C090	C093	C094	C095	C096	C097	C099	C100	C101	C102	C103	C104	C105	C108	C109	C110	C112	C113	C114	C115	C116	C117	C118	C119	C124	C126	C127	C128	C129	C133	C134	C135	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151	C152	C153	C154	C155	C156	C157	C158	C159	C160	C162	C163	C164	C165	C166	C167	C168	C169	C170	C172	C173	C174	C175	C176	C178	C179	C180	C181	C182	C183	C184	C185	C186	C187	C188	C190	C191	C196	C197	C198	C199	C200	C201	C202	C203	C204	C205	C206	C207	C208	C209	C210	C211	C212	C213	C214	C215	C216	C217	C218	C219	C220	C221	C222	C223	C224	C225	C226	C227	C228	C229	C230	C232	C233	C234	C235	C237	C238	C240	C241	C242	C243	C244	C245	C246	C247	C248	C249	C250	C251	C252	C253	C254	C256	C257	C259	C260	C261	C262	C263	C264	C265	C266	C267	C268	C269	C270
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_ASF500	2.73E-05	2.39E-05	2.67E-05	2.01E-05	2.57E-05	1.95E-05	9.72E-06	3.04E-05	0	1.97E-05	1.82E-05	2.24E-05	2.06E-05	1.30E-05	2.30E-05	2.53E-05	2.28E-05	2.46E-05	2.29E-05	2.16E-05	1.05E-05	3.26E-05	0	1.86E-05	1.96E-05	0	0	2.09E-05	2.26E-05	2.13E-05	1.77E-05	2.44E-05	9.63E-06	2.24E-05	2.80E-05	2.62E-05	1.97E-05	3.14E-05	3.29E-05	1.98E-05	2.15E-05	1.87E-05	1.72E-05	2.13E-05	2.09E-05	2.32E-05	2.95E-05	2.31E-05	2.24E-05	0	2.06E-05	2.13E-05	2.22E-05	2.38E-05	2.23E-05	2.72E-05	3.40E-05	2.37E-05	1.78E-05	1.90E-05	2.58E-05	2.69E-05	1.57E-05	0	1.97E-05	0	2.34E-05	3.26E-05	3.76E-05	2.08E-05	1.64E-05	2.11E-05	1.48E-05	2.29E-05	1.56E-05	0	0	1.23E-05	2.58E-05	0	0	1.26E-05	0	0	0	2.27E-05	3.04E-05	1.78E-05	1.88E-05	2.94E-05	0	3.33E-05	1.60E-05	1.42E-05	1.74E-05	3.48E-05	2.20E-05	0	1.86E-05	2.19E-05	1.78E-05	1.68E-05	2.22E-05	3.74E-05	2.90E-05	3.62E-05	2.55E-05	2.45E-05	3.37E-05	0	3.31E-05	2.22E-05	3.23E-05	0	0	1.66E-05	0	1.97E-05	1.25E-05	0	2.14E-05	1.92E-05	0	3.29E-05	1.65E-05	2.36E-05	2.46E-05	4.09E-05	2.10E-05	1.51E-05	3.34E-05	1.22E-05	2.98E-05	2.20E-05	2.65E-05	1.76E-05	0	3.90E-05	2.13E-05	1.88E-05	2.96E-05	1.91E-05	1.85E-05	4.76E-05	0	1.77E-05	2.14E-05	2.57E-05	1.92E-05	0	2.47E-05	2.84E-05	2.18E-05	0	1.70E-05	1.57E-05	2.92E-05	4.56E-05	0	1.85E-05	3.11E-05	2.19E-05	1.77E-05	9.67E-06	1.97E-05	1.35E-05	5.17E-05	2.01E-05	1.49E-05	2.00E-05	1.88E-05	0	2.86E-05	3.90E-05	1.95E-05	5.35E-05	2.65E-05	2.68E-05	1.81E-05	2.91E-05	0	4.57E-05	1.71E-05	2.39E-05	1.61E-05	2.01E-05	1.93E-05	0	1.93E-05	4.13E-05	1.58E-05	2.36E-05	9.50E-06	1.10E-05	0	0	3.83E-05	2.38E-05	1.72E-05	5.07E-05	0	1.23E-05	1.15E-05	0	0	1.74E-05	3.78E-05	1.69E-05	4.88E-05	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23E-05	3.12E-06	2.00E-06	0	1.99E-05	0	0	0	0	0	0	0	3.72E-06	2.69E-06	0	0	1.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22E-05	0	1.04E-06	0	9.89E-06	0	0	0	0	0	0	0	0	0	0	1.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75E-05	3.90E-05	1.91E-05	5.13E-06	0	2.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	8.75E-06	0	0	0	0	0	0	0	0	0	0	0	6.23E-06	0	6.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-05	0	1.05E-05	0	0	0	0	0	0	1.22E-05	0	0	0	0	0	0	0	1.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-06	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0	1.33E-05	0	0	0	0	1.26E-05	2.68E-06	1.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52E-06	0	0	2.38E-06	0	0	3.48E-06	2.74E-06	0	0	0	0	0	0	0	0	6.16E-06	0	0	1.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84E-06	0	0	0	0	0	0	0	0	0	1.20E-06	0	0	1.03E-05	0	0	0	0	0	0	0	0	2.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.02E-06	1.43E-05	0	0	0	0	0	0	0	0	5.74E-06	3.90E-06	0	0	1.85E-05	2.02E-05	0	2.47E-06	0	0	0	5.27E-06	0	0	0	5.44E-06	0	0	0	0	0	0	0	0	0	0	0	1.54E-06	0	2.95E-06	0	0	0	5.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Helicobacter.s__Helicobacter_typhlonius	0	0	0	0	0	0	0	0	3.48E-05	0	0	0	0	0	0	0	0	0	3.29E-05	0	0	0	0.00011865	0	0	0	0	0	0	0	3.74E-05	0	1.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16E-05	0	0	0	3.15E-05	0	3.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18E-05	0	0	7.33E-06	0	0	0	0	0	0	0	0	0	0	0.000112639	0	0	0	1.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-05	0	0	0	0	0	0	0	3.10E-05	2.46E-05	0	5.57E-05	0	2.53E-06	0	0	0	0	0	0	0	0	2.42E-05	0	3.79E-05	8.69E-05	0	0	0	2.80E-05	0	5.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	4.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0	0	0	0	0	0	0	0	3.20E-06	1.87E-06	3.15E-06	0	0	7.23E-07	0	4.31E-05	3.62E-05	0	0	0	0	0	0	0	5.87E-07	0	0	0	0	2.02E-06	0	3.02E-06	0	0	3.59E-06	1.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88E-07	0	0	4.75E-06	0	3.92E-05	0	7.73E-06	0	2.39E-06	2.38E-06	5.85E-07	4.10E-06	0	0	2.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	3.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0	1.52E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.68E-06	0	0	3.42E-06	0	0	0	0	0	0	0	0	0	0	0	1.15E-06	0	0	0	0	0	6.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21E-06	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0	0	1.05E-05	0	0	0.000131087	2.36E-06	0	1.76E-07	1.46E-06	9.94E-07	1.15E-06	5.78E-05	0	0	1.31E-05	1.01E-06	1.25E-06	2.40E-06	0	9.80E-07	3.43E-05	8.68E-05	0	0	2.37E-05	2.73E-05	1.16E-06	0	3.87E-05	1.06E-05	9.43E-05	1.57E-06	0	3.11E-05	3.12E-06	3.73E-05	5.57E-05	3.16E-05	4.55E-06	3.00E-06	0	0	3.97E-06	0	1.80E-05	8.62E-05	0	5.53E-05	0.000189929	0	0	7.10E-05	1.25E-05	7.67E-05	8.71E-05	7.95E-05	0	0	0	5.91E-06	6.22E-06	1.44E-06	0.000118284	0	9.77E-05	6.14E-06	0	0	0	0	7.24E-06	0	9.74E-05	0	0	0.000129026	0	0	0	8.48E-05	3.48E-06	0	0	0.000119253	0	8.93E-06	7.32E-05	0	0	0	0	0	0	4.26E-06	0	0	0.000137221	4.32E-05	0	0	0	0	0	7.14E-06	7.87E-05	0	0	0	7.74E-05	2.84E-05	0	2.89E-05	5.58E-05	0	8.49E-05	6.69E-05	4.17E-05	1.91E-06	0	0	9.04E-05	0	0	3.36E-06	7.20E-06	1.93E-06	0	0	0	3.41E-05	1.03E-06	1.82E-05	0	9.20E-05	0	0	1.64E-06	5.93E-05	0	0	8.70E-06	0	0	0.000214598	0	0.000100147	0	0	8.22E-05	0.000124304	0	3.68E-07	0.000147575	0	0	0	1.87E-05	2.41E-05	1.36E-05	0.000111607	0	0	0	0.000110499	1.75E-06	6.69E-05	0	0	1.77E-05	0	0.000105628	7.26E-05	8.37E-06	0	0	0	0	0	8.71E-05	0.000102464	2.68E-05	0	0	9.25E-05	0	0	1.17E-05	6.74E-07	0	0	0	1.09E-05	1.37E-06	0	0.000147434	2.00E-05	6.70E-05	0	0.000105395	0	2.25E-06	1.85E-05	0.000105017	3.52E-05	4.31E-05	6.07E-06	8.49E-05	0	0.000130242
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	0	5.16E-07	0	1.07E-06	1.48E-06	1.51E-06	0	7.15E-07	7.01E-07	7.30E-07	7.52E-07	0	1.94E-06	5.17E-07	4.19E-06	4.73E-06	2.39E-07	1.33E-06	1.52E-06	0	0	0	0	0	0	1.84E-06	1.40E-06	0	0	0	0	0	0	1.05E-06	4.41E-07	0	0	1.32E-06	2.21E-06	0	0	0	0	5.86E-07	6.41E-07	1.54E-06	0	1.71E-06	0	2.09E-06	2.59E-06	2.15E-06	6.49E-07	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0	0	9.62E-07	3.38E-07	2.35E-06	0	0	6.08E-07	0	0	0	0	0	0	0	1.84E-06	0	0	0	0	0	1.46E-06	0	3.55E-06	0	0	0	2.86E-06	0	0	0	0	0	0	0	6.91E-07	0	1.27E-06	0	1.84E-06	9.87E-07	0	0	0	0	0	0	2.13E-06	3.91E-06	0	0	0	0	6.10E-07	0	0	1.63E-06	2.40E-06	1.56E-06	3.68E-06	0	0	0	0	3.56E-06	0	0	5.21E-06	1.39E-06	0	0	0	0	0	1.20E-06	0	0	0	0	0	8.95E-07	0	0	6.59E-06	3.95E-06	0	5.37E-06	0	8.00E-07	0	0	9.38E-07	0	0	1.27E-06	0	0	3.09E-06	0	4.97E-06	0	0	1.13E-06	1.81E-06	0	0	0	0	0	0	7.89E-06	3.38E-06	0	0	0	1.09E-06	0	2.47E-06	1.06E-06	0	1.44E-06	7.38E-07	0	0	0	0	0	0	1.94E-06	5.50E-07	0	1.21E-06	0	0	1.41E-06	1.16E-06	0	5.20E-07	0	1.15E-06	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	1.31E-06	0	0	4.19E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03E-06	0	0	0	0	0	0	0	0	0	8.85E-06	0	0	0	0	0	4.43E-06	7.45E-06	2.03E-06	0	0	0	0	0	0	0	0	1.06E-06	3.47E-05	4.33E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05E-06	1.25E-06	0	0	0	0	0	0	0	0	0	0	3.12E-06	2.44E-05	0	0	0	0	0	0	0	1.65E-06	5.80E-07	0	0	0	0	0	0	0	7.07E-06	0	0	0	4.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.28E-06	0	0	0	1.50E-06	3.43E-05	0	9.87E-06	0	0	0	0	0	0	0	3.89E-07	0	0	8.17E-06	0	0	2.67E-06	0	0	0	0	0	0	5.33E-06	0	0	0	0	0	0	3.70E-06	0	0	0	0	0	0	0	0	0	0	1.24E-05	0	1.50E-06	1.42E-06	4.28E-06	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	4.29E-06	0	0	0	0	1.22E-06	0	5.75E-06	0	0	0	0	0	0	2.87E-06	0	0	0	2.22E-06	7.26E-06	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	0	3.82E-05	4.83E-07	5.03E-05	3.25E-07	0	0	7.70E-06	0	2.41E-05	8.69E-05	2.33E-05	4.77E-06	0	1.52E-06	0	0	0	5.89E-06	5.72E-06	0	0	0	2.56E-05	5.62E-05	0	0	7.13E-07	0	1.34E-06	1.98E-05	0	0.000102276	3.40E-05	0	4.01E-05	8.60E-07	0	0	1.01E-05	1.21E-05	4.53E-05	5.22E-05	0	0	2.15E-05	0	4.98E-05	0	1.21E-06	6.97E-05	4.95E-06	0	2.93E-05	0	0	0	7.87E-06	1.13E-05	2.31E-06	0	0	9.18E-05	0	8.43E-06	0	2.96E-05	1.37E-05	2.77E-06	3.95E-05	2.35E-05	0	6.66E-06	0	9.61E-06	1.70E-05	0	1.73E-05	2.41E-06	0	1.28E-05	1.90E-06	0	0	0	0	0	0	5.78E-05	3.62E-05	6.59E-05	4.86E-06	4.21E-05	7.16E-06	0	1.04E-05	5.60E-05	0	0	5.16E-05	9.01E-06	0	4.75E-05	0	0	0	0	2.40E-05	5.30E-05	0	0	0.000105948	0	0	0	0	0	0	0	0	5.75E-05	0	0	0	1.74E-05	3.10E-05	5.89E-05	0	2.69E-05	9.52E-06	4.17E-06	1.61E-05	0	3.24E-06	0	6.25E-05	0	0	0	0	0	1.55E-06	4.76E-05	0	0	0	0	4.77E-05	8.05E-05	0	0	2.64E-06	3.01E-05	0	1.68E-05	0	7.07E-05	0	0	1.60E-05	0	0.000116928	6.44E-07	5.66E-05	8.93E-07	6.08E-05	0	1.07E-05	1.30E-05	1.82E-06	1.59E-05	0	0	3.04E-05	1.53E-06	0	0	0	0	0	0	0	9.96E-07	7.34E-06	0	3.07E-05	0	2.33E-05	3.88E-05	0	8.30E-06	0	4.86E-05	5.25E-05	0	0	0	0	1.25E-05	0	0	0	0	0	0	7.88E-06	2.17E-05	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	1.78E-06	0	8.13E-06	1.11E-06	0	1.61E-05	2.97E-06	0	1.16E-05	5.51E-06	1.16E-05	2.76E-06	0	2.89E-06	0	0	0	1.30E-06	1.78E-05	1.12E-05	0	0	1.91E-05	0	0	0	7.78E-06	7.95E-06	1.23E-05	0	0	3.21E-06	1.34E-05	0	1.12E-06	1.40E-05	0	0	2.21E-06	2.12E-06	7.07E-06	6.81E-06	0	1.27E-06	3.83E-06	1.22E-06	8.65E-05	0	3.64E-06	0	3.04E-05	0	5.93E-06	0	0	0	0	0	0	0	0	5.68E-06	0	1.30E-06	0	0	0	0	1.09E-05	4.88E-06	1.80E-06	1.15E-05	0	8.31E-07	0	0	0	6.57E-06	0	0	2.70E-06	0	0	0	0	0	0	7.41E-06	3.33E-05	2.10E-06	5.55E-06	1.64E-06	2.52E-06	0	1.03E-05	1.70E-05	0	8.28E-06	2.53E-06	1.54E-06	0	7.00E-06	0	0	0	8.49E-07	0	2.79E-06	0	0	1.44E-05	0	0	0	0	0	1.10E-05	0	0	6.78E-06	0	0	2.67E-06	3.30E-06	4.01E-06	1.71E-05	0	7.24E-06	0	0	0	0	8.29E-06	0	2.40E-06	0	9.08E-06	0	0	0	1.89E-06	3.07E-06	0	0	0	0	3.33E-06	0	0	0	1.11E-06	9.57E-07	0	2.55E-06	4.16E-06	1.88E-05	0	0	8.15E-06	0	2.99E-06	0	2.98E-06	0	1.20E-06	0	0	2.23E-06	6.38E-06	8.13E-07	0	0	1.61E-06	4.29E-06	0	0	0	0	0	0	0	2.69E-06	2.77E-06	0	6.42E-06	0	3.45E-06	1.44E-06	0	7.06E-06	0	6.04E-06	2.63E-06	0	0	0	0	8.59E-06	0	0	8.01E-06	1.65E-06	0	0	0	8.99E-07	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0	1.58E-06	3.28E-07	0	9.76E-07	0	1.17E-05	1.70E-06	3.05E-06	0	7.11E-07	1.02E-06	0	0	0	0	1.47E-06	0	2.72E-06	1.88E-06	0	0	0	1.69E-06	7.32E-07	0	0	2.24E-06	1.58E-06	0	0	0	1.59E-06	2.12E-06	0	0	0	0	0	4.75E-06	4.14E-06	0	1.75E-06	0	0	0	0	5.42E-06	0	2.28E-06	0	8.73E-07	0	3.39E-06	1.56E-06	0	0	2.29E-06	1.55E-06	0	0	0	0	0	0	0	3.45E-06	0	1.07E-06	1.81E-06	2.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12E-06	1.72E-05	0	0	0	0	4.18E-06	3.06E-06	0	2.63E-06	0	0	0	0	0	0	0	1.12E-06	1.54E-06	0	0	0	6.62E-07	0	0	0	0	0	3.90E-06	0	0	0	0	0	2.52E-06	1.46E-06	0	0	0	0	2.69E-06	0	0	3.33E-06	0	0	0	0	1.46E-05	3.19E-06	0	0	3.78E-06	1.89E-06	3.27E-06	0	0	0	0	0	0	0	5.30E-06	2.28E-06	0	7.94E-07	5.11E-06	0	3.26E-06	0	9.34E-07	0	0	2.78E-06	0	0	6.36E-07	5.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53E-06	0	1.19E-06	0	1.70E-06	0	0	8.81E-07	0	4.13E-06	0	3.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.38E-06	1.52E-06	0	1.96E-06	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_murinus	0	8.73E-07	2.37E-06	2.99E-06	7.01E-07	4.43E-07	4.58E-06	9.65E-07	1.46E-06	9.22E-07	5.19E-07	9.11E-07	5.31E-07	1.11E-06	9.85E-07	1.20E-06	0	0	5.64E-07	6.68E-07	1.62E-05	1.27E-06	0	2.95E-07	0	0	0	1.11E-06	1.38E-06	1.93E-06	2.17E-06	5.28E-07	6.51E-06	1.83E-06	0	4.04E-07	1.76E-06	0	1.22E-06	1.69E-06	1.75E-06	0	0	0	0	3.87E-06	0	7.96E-07	0	2.73E-06	0	2.08E-06	1.07E-06	0	3.49E-06	0	0	0	0	0	0	0	0	0	1.48E-06	0	0	0	0	0	3.26E-06	9.38E-07	0	0	8.36E-06	8.75E-06	0	1.11E-06	0	0	0	1.36E-06	5.21E-06	0	0	0	0	2.02E-06	0	0	4.84E-06	0	0	3.45E-06	0	0	2.51E-06	4.06E-06	0	0	1.85E-06	9.71E-06	0	0	0	0	4.92E-07	0	3.58E-07	4.60E-06	0	5.80E-07	6.54E-06	0	4.75E-06	0	0	0	0	1.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18E-06	0	0	2.55E-06	2.70E-06	6.99E-06	0	2.90E-06	6.39E-06	1.30E-06	2.51E-06	0	0	0	9.90E-07	0	0	1.03E-06	2.61E-06	8.74E-07	1.75E-05	8.46E-07	0	0	0	1.68E-06	0	7.50E-06	4.03E-07	7.42E-07	0	0	8.33E-07	0	0	0	0	7.89E-07	4.96E-06	1.54E-06	0	0	0	1.80E-06	0	0	5.26E-06	0	0	5.17E-06	9.24E-07	0	0	0	0	2.57E-06	0	0	0	8.25E-07	1.02E-06	9.77E-07	1.88E-06	1.20E-06	0	0	0	1.21E-06	4.50E-07	0	2.18E-06	0	0	1.23E-06	9.34E-07	5.88E-06	5.13E-06
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	2.80E-06	3.06E-06	2.23E-06	0	3.71E-07	0	0	5.38E-07	0	0	8.51E-07	6.25E-07	0	4.32E-07	6.17E-07	0	0	0	7.46E-07	0	2.64E-06	3.96E-06	0	0	2.37E-06	0	0	0	0	6.76E-07	2.32E-06	0	0	0	0	0	0	0	0	3.71E-06	3.34E-06	1.05E-06	0	0	0	8.86E-07	0	0	0	0	0	0	5.26E-07	0	0	0	0	0	0	5.30E-07	1.61E-06	2.69E-06	4.03E-06	2.06E-06	7.29E-06	0	0	0	1.24E-06	1.04E-06	4.10E-06	1.70E-06	0	0	4.89E-06	2.60E-05	0	0	3.88E-06	0	0	5.10E-07	0	0	0	0	0	2.35E-06	0	2.47E-06	5.97E-06	0	1.55E-06	2.09E-06	6.29E-06	2.46E-06	5.53E-06	0	4.08E-06	3.97E-06	1.05E-06	0	0	1.18E-06	0	0	4.48E-06	6.07E-06	1.02E-06	0	0	8.68E-07	0	0	3.48E-06	0	1.06E-05	0	0	5.55E-06	0	0	9.53E-07	2.09E-06	0	0	2.69E-06	0	7.63E-06	0	0	0	0	0	0	6.02E-06	1.94E-05	0	2.00E-06	3.38E-07	0	0	9.67E-07	9.32E-06	8.48E-06	0	0	3.89E-06	0	0	1.90E-06	4.00E-06	0	0	2.86E-06	0	0	0	6.42E-06	3.95E-06	0	1.37E-06	3.90E-06	4.82E-07	0	1.66E-06	0	1.30E-06	1.73E-06	0	1.07E-05	1.89E-06	0	1.10E-06	0	0	0	0	0	4.16E-06	1.59E-06	5.99E-06	0	1.30E-06	0	1.95E-06	0	5.72E-06	8.98E-07	0	0	0	0	6.71E-06	0	0	0	0	1.16E-06	8.92E-06	7.03E-07	3.00E-06	1.22E-06	0	0	1.29E-06	4.87E-06	0	4.26E-06	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactococcus.s__Lactococcus_lactis	0	0	4.93E-05	0	0	2.21E-05	0	0	4.68E-06	0	0	0	0	1.26E-05	0	4.35E-05	2.23E-06	1.47E-06	0	0	0	0	4.97E-06	0	0	9.82E-06	1.19E-05	0	0	0	0	3.77E-06	0	0	1.42E-06	0	0	5.21E-06	0	0	0	0	0	8.45E-06	0	0	0	0	0	9.83E-06	0	0	3.48E-06	0	8.39E-06	0	0	0	0	0	0	0	0	1.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.43E-06	0	0	0	1.61E-06	0	0	0	8.45E-06	0	1.34E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44E-06	0	3.43E-06	0	0	0	0	0	1.17E-06	6.45E-06	0	9.98E-06	0	7.13E-06	6.79E-06	8.13E-06	0	0	2.78E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43E-06	0	0	0	1.80E-06	0	4.65E-06	0	0	3.33E-06	0	0	2.07E-06	0	0	2.69E-06	2.95E-06	0	0	3.54E-05	0	0	0	0	4.17E-06	0	6.25E-06	0	0	0	0	0	1.20E-05	0	0	0	0	0	4.79E-06	0	0	0	0	0	0	4.92E-06	0	2.55E-06	0	0	1.50E-06	0	5.50E-06	0	0	4.76E-06	0	0	0	0	0	2.67E-06	1.28E-06	0	0	0	2.19E-06	0	0	1.40E-05	2.59E-06	0	0	0	4.21E-06	4.98E-06
